"janelle","leger","15762952800","32285"	,"1"
"janet","bercovitz","15847918100","12101"	,"1"
"janet","kozyra","6603070417","32813"	,"5"
"janet","van,hell","6601969376","26396"	,"1"
"jannick","rolland","57006231400","17074"	,"1"
"jared","grummer","56047828500","40775"	,"4"
"jared","leadbetter","6701477511","33431"	,"7"
"jason","benedict","7005790296","20227"	,"3"
"jason","murphy","55892442600","30294"	,"1"
"javier","diaz-montes","55849692200","36877"	,"2"
"jay","aikat","8386432500","25199"	,"1"
"jay","kesner","7006899849","12808"	,"3"
"jay","labov","6602164828","31444"	,"3"
"jay","quade","16194835700","2964"	,"4"
"jay","rosen","7402342690","37429"	,"3"
"jay","rosenberger","7006582490","9078"	,"1"
"jean","brodie","55557799200","14319"	,"2"
"jean","gao","35361916700","37058"	,"1"
"jean","lynch-stieglitz","6603963528","41105"	,"15"
"jeff","wilson","7407983842","5540"	,"1"
"jeffrey","evanseck","6701479417","19860"	,"1"
"jeffrey","gray","56307898000","25549"	,"1"
"jeffrey","humpherys","6507412888","24521"	,"1"
"jeffrey","jacobs","35490620400","241"	,"1"
"jeffrey","lacombe","7005978840","2476"	,"1"
"jeffrey","lee","8053832800","33793"	,"7"
"jeffrey","lidz","6603025693","39199"	,"2"
"jeffrey","morris","7405897082","38124"	,"1"
"jeffrey","nason","8558737900","6085"	,"1"
"jeffrey","reed","56574646200","18259"	,"4"
"jeffrey","seay","56425902500","36962"	,"1"
"jeffrey","townsend","7202641882","10632"	,"1"
"jennifer","andrew","23479406500","32170"	,"2"
"jennifer","hutchings","56694083100","32536"	,"1"
"jennifer","lau","56868133500","19535"	,"3"
"jennifer","maynard","7102326223","18265"	,"3"
"jennifer","mcconnell","24921704800","25724"	,"2"
"jennifer","mcintosh","35578779700","25097"	,"14"
"jennifer","miller","36116920400","2249"	,"1"
"jennifer","petrich","55126114700","11614"	,"1"
"jennifer","rexford","7003493334","7445"	,"4"
"jeremiah","busch","8697187900","39390"	,"1"
"jeremy","jones","7406481808","3735"	,"14"
"jeremy","qualls","7004656931","6181"	,"1"
"jerome","haky","6701825828","23444"	,"1"
"jerrold","marsden","35507964800","3102"	,"1"
"jesper","gjerloev","6508172463","24237"	,"21"
"jessica","thompson","7405819479","23400"	,"4"
"ji","chen","54790599100","25172"	,"1"
"ji","chen","55565713000","25172"	,"1"
"ji","he","55597967700","9899"	,"14"
"ji","he","55714935100","9899"	,"1"
"ji","he","7409487227","9899"	,"1"
"ji","zhu","55723843200","31622"	,"2"
"ji","zhu","7102040001","31622"	,"2"
"jia","li","25921542100","5754"	,"9"
"jia","li","25930017600","5754"	,"1"
"jia","li","26643318600","8113"	,"1"
"jia","li","26643431200","3794"	,"1"
"jia","li","26650325600","8113"	,"2"
"jia","li","35111306400","7373"	,"2"
"jia","li","36063112900","3794"	,"1"
"jia","li","8705985400","7373"	,"4"
"jian","cao","55936999200","40308"	,"1"
"jian","cao","7403354055","6338"	,"2"
"jian","chen","23391777600","21337"	,"1"
"jian","he","7404929975","22219"	,"1"
"jian","he","9638736000","22219"	,"1"
"jian","hua","7408103255","29326"	,"2"
"jian","liu","56706662700","40091"	,"2"
"jian","ma","56575713500","20193"	,"1"
"jian","ren","7403083523","571"	,"1"
"jian","yang","12038836500","20828"	,"1"
"jiang","bian","55845645300","34961"	,"1"
"jianhong","xu","8959959200","33657"	,"1"
"jie","li","56008952300","26879"	,"1"
"jie","lian","55485538200","40286"	,"1"
"jie","yan","7409384730","21430"	,"2"
"jie","yang","7404801706","41215"	,"1"
"jie","yang","7406498555","41215"	,"4"
"jill","denner","56275171400","33925"	,"2"
"jill","wegrzyn","16320128900","37079"	,"3"
"jin","ha","7601356933","5809"	,"3"
"jin","he","7404984811","38992"	,"2"
"jin","wang","15066292100","32538"	,"2"
"jin","wang","55619296432","18310"	,"2"
"jin","wang","56379136600","4474"	,"1"
"jin","wang","7701336117","17979"	,"4"
"jin","wang","7701342266","17979"	,"1"
"jin","wang","8229592900","18310"	,"3"
"jin","wang","8937504400","4474"	,"2"
"jing","he","7404984175","29002"	,"1"
"jing","xiao","9250529900","36516"	,"2"
"jing","zhang","36067472200","2093"	,"2"
"jing","zhou","7404742627","11347"	,"8"
"jingang","yi","7402736580","34709"	,"4"
"jinhua","zhao","7410310258","4241"	,"1"
"joan","hevel","6602925014","16001"	,"1"
"joan","lin-cereghino","6506215819","6848"	,"4"
"joan","redwing","7005393866","32205"	,"11"
"joel","kingsolver","7003282579","8301"	,"14"
"joel","mcglothlin","55937977600","39453"	,"6"
"joellen","russell","7404210007","13117"	,"4"
"joey","mead","57162404900","8326"	,"1"
"johanna","schmitt","7401900159","39"	,"1"
"johar","saini","56545236500","2376"	,"1"
"john","anderson","16306410700","2927"	,"2"
"john","anderson","7404424753","18083"	,"2"
"john","badding","7004383936","7126"	,"2"
"john","berges","7004436843","9097"	,"2"
"john","carpenter","56539269100","9933"	,"7"
"john","carroll","7402034833","38350"	,"5"
"john","crittenden","56011733700","41541"	,"2"
"john","doyle","55452696000","8847"	,"1"
"john","drake","7201816666","1021"	,"5"
"john","dupont","7202477442","4029"	,"2"
"john","eadie","7004209482","28767"	,"3"
"john","falconer","55698595000","6086"	,"3"
"john","federici","7003491165","6502"	,"3"
"john","goodenough","35493420800","4614"	,"2"
"john","hamilton","55510477900","9147"	,"2"
"john","hart","7202055451","7689"	,"1"
"john","henderson","7202406608","11263"	,"1"
"john","hole","7004393493","129"	,"3"
"john","lach","7006295535","5908"	,"4"
"john","lewis","55483969200","20799"	,"2"
"john","mccutcheon","7006067120","19334"	,"2"
"john","meriwether","56649491100","9859"	,"5"
"john","mitchell","7406514318","8773"	,"1"
"john","orrock","57188810707","31097"	,"8"
"john","raymond","55536502200","11771"	,"6"
"john","stone","7403061871","10209"	,"8"
"john","sutherland","7202056409","41569"	,"1"
"john","swallow","7004947856","19375"	,"4"
"john","taylor","55534038900","41064"	,"5"
"john","thompson","55498731300","290"	,"1"
"john","thompson","56003723700","290"	,"2"
"john","turner","10243849800","8863"	,"2"
"john","walsh","7404416268","20447"	,"8"
"jonathan","gilligan","7006375009","33251"	,"4"
"jonathan","kujawa","8727663000","31473"	,"4"
"jonathan","losos","26643015900","1623"	,"6"
"jonathan","nash","7202698467","19319"	,"29"
"jonathan","prather","36461755600","38750"	,"3"
"jonathan","shaw","7402249392","40957"	,"1"
"jonathan","sweedler","7102998068","38374"	,"3"
"jonathan","turner","55553740939","16129"	,"1"
"jonathan","wendel","7005725911","41883"	,"10"
"jonathan","wynn","7102253430","15364"	,"1"
"joost","santos","7402389437","29730"	,"1"
"jorge","arinez","23093135300","12702"	,"4"
"joseph","kearney","24463422600","21735"	,"1"
"joseph","kizza","14037532200","23672"	,"2"
"joseph","ng","7202783980","28995"	,"1"
"joseph","ng","7202784101","28995"	,"1"
"joseph","peters","7404190453","17763"	,"1"
"joseph","silk","7101639421","8722"	,"3"
"joseph","travis","7202590200","19532"	,"4"
"joshua","faber","7201953702","16059"	,"2"
"joshua","levinson","8860368300","24324"	,"1"
"joshua","pak","7102232958","2417"	,"2"
"joyce","wong","56240267800","41452"	,"1"
"ju","li","36072773100","32181"	,"8"
"ju","li","55707088800","32181"	,"1"
"ju","wang","7701326648","4267"	,"1"
"juan","li","52463913200","28823"	,"3"
"judd","bowman","57192911884","7253"	,"4"
"judith","parrish","36003367200","27645"	,"3"
"judy","qiu","56828542000","10944"	,"1"
"judy","wu","56877926500","25933"	,"1"
"julia","lane","7401532406","20165"	,"1"
"julian","lozos","36895176100","18424"	,"2"
"juliana","freire","18037092200","31266"	,"1"
"julie","kientz","11139289600","37319"	,"7"
"julie","martin","56116732300","1653"	,"1"
"jun","huan","7102040115","25965"	,"2"
"jun","li","15035194300","38788"	,"1"
"jun","li","26643100000","8104"	,"1"
"jun","wang","8262389400","1877"	,"8"
"jun","yan","55615611600","14025"	,"2"
"jun","yang","35070823500","31839"	,"2"
"jun","yang","8649855600","31839"	,"1"
"junhong","wang","56121279900","18004"	,"2"
"junshan","zhang","36105605300","34217"	,"12"
"justa","heinen-kay","55829238400","31425"	,"2"
"kai","li","26643469500","16140"	,"1"
"kai","li","56227617500","16140"	,"4"
"kang","li","6505451560","16144"	,"1"
"kang","shin","36079966700","37593"	,"4"
"kang","wang","8525895400","885"	,"1"
"kannan","ramchandran","55140138500","36527"	,"13"
"kara","bren","7004397627","32041"	,"5"
"karen","anderson","7404580591","17287"	,"1"
"karen","quigley","56525005700","34228"	,"2"
"karen","sirum","15121500700","27144"	,"2"
"karen","smith","55499767900","11622"	,"2"
"karen","smith","6701396133","11622"	,"1"
"karthik","ramani","15752021900","41569"	,"1"
"katharine","ott","16239972100","39566"	,"1"
"katherine","chen","36851412900","29031"	,"4"
"katherine","gross","7201602719","39919"	,"2"
"katherine","prager","36819200500","25602"	,"3"
"katherine","thompson","57064489000","40050"	,"1"
"kathrin","schrick","6602942980","15959"	,"1"
"kathryn","johnston","7202814547","22975"	,"11"
"katie","davis","7403213861","38686"	,"1"
"katrin","karbstein","6506167782","29464"	,"1"
"kaushik","chowdhury","15019097300","20623"	,"6"
"kavita","bala","7005074861","913"	,"7"
"kayce","bell","35763696000","22785"	,"5"
"kazue","takahashi","55741299300","6987"	,"14"
"kazuyuki","saito","55440359400","7091"	,"7"
"ke","wu","7404512223","29020"	,"2"
"keisuke","juge","6603675922","23637"	,"2"
"keith","hargrove","57190313175","19871"	,"1"
"kelly","caylor","6603587842","41891"	,"1"
"kelly","caylor","6603587842","7668"	,"4"
"kelvin","lee","8055366100","10375"	,"3"
"kenan","baltaci","23092871200","19772"	,"1"
"kenneth","de,jong","7102352958","21264"	,"1"
"kenneth","roberts","7402041839","35025"	,"1"
"kevin","bower","56283407300","5497"	,"1"
"kevin","butler","56023272100","42345"	,"2"
"kevin","giovanetti","6701352818","16033"	,"5"
"kevin","jeffay","6604045651","3326"	,"1"
"kevin","kochersberger","22951346500","40513"	,"1"
"kevin","leder","36813629000","15598"	,"1"
"kevin","pitts","35227851400","29390"	,"4"
"kevin","speer","55393421200","16358"	,"1"
"kevin","thompson","14629379900","2710"	,"1"
"kevin","west","56526099300","8895"	,"1"
"kevin","williams","7404142331","19821"	,"1"
"khai","ngo","7005435635","16377"	,"3"
"kiona","ogle","7004854987","453"	,"14"
"kipp","shearman","56210151800","39751"	,"2"
"kirk","cochran","10639899300","5610"	,"12"
"kirk","czymmek","6603843740","4786"	,"5"
"klaus","schulten","7102415947","42089"	,"2"
"ko","honda","7401679759","41986"	,"1"
"krishna","nadella","6508272746","8964"	,"1"
"krishna","shenoy","56682648400","219"	,"1"
"krishnan","rajeshwar","55307753000","21493"	,"4"
"kristen","fichthorn","7004656725","38177"	,"1"
"kristen","murphy","7402863795","35388"	,"4"
"kristina","olson","15058037500","24335"	,"1"
"kristine","larson","57038121100","10303"	,"2"
"krzysztof","janowicz","13610913700","36651"	,"8"
"kumar","sridharan","56577691300","34869"	,"2"
"kumar","sridharan","56577691300","6891"	,"2"
"kung","wang","55897501300","25663"	,"1"
"kung","wang","8050266000","25663"	,"1"
"kurt","fausch","7003292341","3445"	,"1"
"kwaku","dayie","6601974372","14552"	,"1"
"kwang","kim","34770848600","4539"	,"2"
"kyle","gallivan","7004733523","20176"	,"6"
"laine","mears","16053382900","1914"	,"1"
"lalita","udpa","7006190446","5840"	,"2"
"lara","dolecek","16202487600","12458"	,"5"
"larisa","goncharenko","7003588721","26717"	,"19"
"laura","conner","36080255300","34453"	,"1"
"laura","hummers","7801516939","33541"	,"1"
"laura","laumatia","23094652200","9905"	,"2"
"laurens","debo","8839388500","21077"	,"1"
"lawrence","ziegler","7006202936","11461"	,"2"
"lee","kump","7003859790","33204"	,"5"
"lee","vierling","7004425841","23223"	,"3"
"leena","tripathi","7003480616","7328"	,"2"
"lei","ding","36682308000","2005"	,"1"
"lei","huang","55492471000","16161"	,"2"
"lei","huang","56011675400","16161"	,"4"
"lei","huang","7410243958","16161"	,"2"
"lei","liu","7501460279","6501"	,"2"
"lei","wu","7407063395","18981"	,"1"
"lei","yu","55488190100","30016"	,"1"
"lei","zuo","55503256800","25401"	,"1"
"leif","johansson","27169420400","30701"	,"2"
"leman","akoglu","26533801100","38641"	,"4"
"lennox","cowie","7005250733","23148"	,"10"
"leonie","moyle","6603208245","40766"	,"6"
"leslie","smith","55495917300","10726"	,"1"
"leslie","smith","7410389684","37130"	,"1"
"lev","gelb","56209444400","39930"	,"1"
"levent","kara","6506360495","16797"	,"1"
"li","an","35591849800","14341"	,"1"
"li","an","37050178100","14341"	,"1"
"li","an","42162229000","14341"	,"1"
"li","an","57090198100","14341"	,"1"
"li","an","7102011602","14341"	,"2"
"li","an","7202296248","14341"	,"1"
"li","an","7202583579","14341"	,"1"
"li","an","7403287115","14341"	,"1"
"li","an","8786180000","14341"	,"1"
"li","an","8833065300","14341"	,"2"
"li","an","8956378600","14341"	,"1"
"li","li","54405858100","25127"	,"1"
"li","li","55718986100","38594"	,"1"
"li","li","55984956200","10148"	,"2"
"li","li","56021342000","10148"	,"1"
"li","li","57191695415","10148"	,"1"
"li","li","7409463677","10148"	,"2"
"li","li","7501788174","38594"	,"2"
"li","yang","35404536500","17453"	,"2"
"li","yang","55732912600","19852"	,"6"
"li","yang","7406279928","13735"	,"2"
"lian","li","27170548000","41463"	,"1"
"lian","li","55703350000","41463"	,"1"
"liana","tsenova","6603395855","17950"	,"1"
"liang","dong","35145650400","25093"	,"1"
"liang","shi","7401640615","41977"	,"1"
"liang","zhang","56036696300","32315"	,"2"
"liang","zhang","8508237300","32315"	,"2"
"liang","zhang","8677295200","32315"	,"1"
"liang","zhu","24832523800","25649"	,"4"
"liliana","florea","6603863491","12126"	,"3"
"limin","jia","7201396387","34380"	,"2"
"liming","zhou","55710583000","18178"	,"6"
"lin","li","13607691500","35698"	,"1"
"lin","li","36491669200","35698"	,"1"
"lin","li","8630029100","9355"	,"1"
"lin","mu","16646676700","33643"	,"2"
"lin","wang","8956378600","27127"	,"1"
"lin","zhu","12794658400","1479"	,"3"
"linda","hirst","7006308437","5477"	,"3"
"linda","null","6602162247","11651"	,"2"
"ling","li","19335129300","23676"	,"2"
"liping","guo","36809481700","9994"	,"2"
"liran","ma","8533442800","28217"	,"6"
"lisa","donovan","56789705200","30906"	,"2"
"liviu","mirica","6506535764","19147"	,"2"
"liviu","mirica","6506535764","35031"	,"2"
"lizy","john","57189016844","8072"	,"2"
"lloyd","trueblood","24437380100","28535"	,"1"
"lora","bartlett","7006219435","26321"	,"1"
"lorenzo","prendini","6701340323","22769"	,"3"
"louie","yang","57075233900","8265"	,"11"
"louis","cattafesta","6603764938","4252"	,"1"
"louis","iverson","7006804226","1603"	,"6"
"louise","abbott","56460921300","13899"	,"2"
"lu","li","7410215117","34878"	,"4"
"luanna","gomez","25641054000","4072"	,"4"
"lucas","layman","8324841200","21244"	,"4"
"lucinda","mcdade","6602734528","28749"	,"4"
"lucy","fortson","55328560000","32660"	,"3"
"lucy","zhang","22982358100","8862"	,"1"
"ludwik","adamowicz","7005091402","37233"	,"1"
"lynn","peterson","7403115630","815"	,"1"
"mac","schwager","15844205200","24870"	,"5"
"madhu","reddy","7402242870","3256"	,"10"
"magdalena","andres","7103249918","25250"	,"7"
"magdalena","balazinska","22936904400","3814"	,"1"
"maitreya","dunham","26643449900","17704"	,"3"
"makhdoom","hussain","7403344793","14391"	,"1"
"manish","agrawal","55566234500","28285"	,"1"
"manish","parashar","7003417260","36877"	,"3"
"manu","prakash","22958166400","38772"	,"1"
"marc","eberhard","7102537304","13867"	,"4"
"marco","tacca","6602307735","31150"	,"3"
"margaret","cheung","37044555800","32482"	,"1"
"margaret","cheung","7201897441","32482"	,"4"
"margaret","metz","23135124400","8595"	,"2"
"margaret","mulholland","7103129961","16066"	,"2"
"margaret","roberts","55734753300","40629"	,"2"
"margot","vigeant","6602596990","15616"	,"6"
"margot","vigeant","6602596990","4430"	,"6"
"maria","gordina","6602448071","31102"	,"3"
"maria","pallavicini","7005278072","5477"	,"1"
"mariana","raykova","24729640400","34015"	,"10"
"marie","lowe","23994411200","7167"	,"1"
"marja","timmermans","7003736011","12129"	,"3"
"marjorie","patrick","7101732241","16111"	,"1"
"mark","ackerman","7102657846","912"	,"16"
"mark","bathe","23970286000","21808"	,"2"
"mark","bradford","55854309500","37468"	,"4"
"mark","brzezinski","7004780518","4298"	,"1"
"mark","edwards","22966558200","6221"	,"1"
"mark","ferguson","7402592997","9275"	,"1"
"mark","gordon","7402800478","16039"	,"2"
"mark","harmon","35427938100","344"	,"13"
"mark","rodwell","7006645981","30701"	,"7"
"mark","rudelson","6602259629","40485"	,"2"
"mark","simons","7201538879","8117"	,"2"
"mark","snyder","7202307650","34994"	,"3"
"mark","springer","7103100228","39495"	,"3"
"mark","walker","7403869043","30377"	,"1"
"marm","kilpatrick","7003746164","25700"	,"6"
"martha","hunter","7202147748","3438"	,"1"
"martin","engman","56887868200","334"	,"1"
"martin","grumet","7005100974","214"	,"2"
"martin","haenggi","6603476989","14790"	,"5"
"martin","kenney","7102990407","29587"	,"2"
"martin","truffer","6601977379","21675"	,"8"
"marwan","simaan","7006432364","22445"	,"2"
"mary","carroll","36766316900","15994"	,"2"
"mary","power","7102066667","25157"	,"6"
"mary","richardson","35594884200","249"	,"1"
"mary,beth","rosson","7003266859","3314"	,"6"
"mary,lou","maher","55665594500","15449"	,"4"
"mary,lou","maher","55665594500","38417"	,"8"
"masoud","rais-rohani","6603922605","29889"	,"1"
"mats","carlsson","7102104394","10351"	,"6"
"mattanjah","de,vries","7102551090","21088"	,"1"
"matteo","maggiori","56305224300","34605"	,"1"
"mattheos","koffas","10040712600","37979"	,"3"
"matthew","ando","7402881353","6785"	,"3"
"matthew","bond","36068888300","6594"	,"1"
"matthew","campbell","7403371116","30445"	,"1"
"matthew","kohn","56905224500","34929"	,"1"
"matthew","lachniet","6603141907","31170"	,"7"
"matthew","mason","7201987208","26946"	,"5"
"matthew","mccarthy","7402061118","9379"	,"10"
"matthew","mcquinn","8883145300","23050"	,"14"
"matthew","turk","24077308500","15290"	,"1"
"matthew","walhout","6603764503","6133"	,"1"
"matthew","ward","7403169452","21759"	,"1"
"matthias","gobbert","6603825012","11929"	,"1"
"matthias","liepe","6601987763","21801"	,"2"
"mayur","naik","12140829000","12475"	,"2"
"meagan","gonneea","6503966908","39696"	,"5"
"meeko","oishi","23571100400","24856"	,"3"
"megan","valentine","7103106803","19071"	,"2"
"meghan","miller","48561611600","4367"	,"3"
"mei","wei","7202183671","32759"	,"2"
"melissa","kemp","7101803739","25945"	,"2"
"melissa","keranen","6701638164","10004"	,"2"
"melissa","smith","15037311000","15913"	,"1"
"meng","zhang","8454035400","2641"	,"2"
"merrill","garrett","35944281600","335"	,"2"
"merry","mcdonald","55435480800","5500"	,"1"
"michael","allen","55447378000","35045"	,"2"
"michael","allen","55447415500","20150"	,"2"
"michael","becker","7402282372","35962"	,"1"
"michael","bender","25722987500","15005"	,"1"
"michael","bernstein","18133581400","24477"	,"2"
"michael","campbell","16522731600","5534"	,"1"
"michael","chan","7402598171","1151"	,"2"
"michael","chapman","55431751700","13981"	,"5"
"michael","colef","7801533893","4493"	,"1"
"michael","desai","7201841184","40923"	,"2"
"michael","ferdman","16070073900","38722"	,"2"
"michael","ferdman","16070073900","38810"	,"1"
"michael","gladders","6701538780","9927"	,"3"
"michael","grady","55428848300","12243"	,"1"
"michael","haley","7004805041","34861"	,"4"
"michael","hanna","55579548200","8415"	,"1"
"michael","jones","55643154400","5283"	,"1"
"michael","kohl","55390209500","13817"	,"9"
"michael","levine","55741989300","15804"	,"1"
"michael","mann","24481757100","13212"	,"1"
"michael","mann","7202641466","37644"	,"5"
"michael","manson","7006133237","8507"	,"1"
"michael","miller","35227645300","25353"	,"1"
"michael","miller","55740638900","25353"	,"1"
"michael","mills","7201488243","13789"	,"10"
"michael","perdue","7003388424","15459"	,"6"
"michael","rauch","56247818200","7188"	,"8"
"michael","richardson","8244310700","41621"	,"1"
"michael","rijssenbeek","35227856700","6215"	,"13"
"michael","ryan","55439022000","8299"	,"1"
"michael","senra","23493732700","24324"	,"4"
"michael","shapiro","55574243120","10900"	,"4"
"michael","sokoloff","35227973300","13444"	,"4"
"michael","thompson","55706021500","24454"	,"1"
"michael","webster","7202298572","9362"	,"2"
"michael","white","7404176725","23821"	,"1"
"michael","willig","7003499228","28464"	,"2"
"michele","weigle","17436247000","7839"	,"4"
"michelle","chang","7404504485","2116"	,"3"
"mike","burmester","7003671677","3759"	,"5"
"mikhail","nasrallah","7006854540","10602"	,"2"
"milind","kulkarni","35362245400","11054"	,"1"
"milivoje","lukic","41561646400","21129"	,"2"
"min","wu","8211122000","5762"	,"1"
"min","zhang","55709158200","31423"	,"2"
"min","zhang","7601310093","31423"	,"3"
"ming","cai","7401847849","28669"	,"1"
"ming","li","26643613500","16068"	,"1"
"ming","li","27171235100","2240"	,"1"
"ming","li","35254114300","16068"	,"1"
"ming","li","55570578400","32053"	,"1"
"ming","li","55621706600","16068"	,"1"
"ming","li","55772587100","15077"	,"1"
"ming","li","7501446103","15077"	,"1"
"ming","li","7501446103","37220"	,"1"
"ming","meng","35237546600","11950"	,"2"
"ming","zhao","55203807000","18926"	,"2"
"ming","zhao","55203807000","41564"	,"1"
"ming","zhao","55203807000","8897"	,"2"
"minghua","zhang","55745955800","1455"	,"1"
"mingjiang","tao","9843030900","21042"	,"2"
"minlan","yu","26637601600","32723"	,"7"
"mircea","stan","7004403141","38524"	,"6"
"miryung","kim","56122887200","17213"	,"2"
"mitchell","begelman","7006789663","32371"	,"8"
"mo","li","7007170426","16388"	,"1"
"mohan","ramamurthy","7003735935","26884"	,"1"
"mokshay","madiman","16837216200","27142"	,"3"
"montasir","abbas","7101812794","17968"	,"2"
"monte","westerfield","7005147689","5718"	,"4"
"morgan","grove","7103266919","5380"	,"7"
"morten","hjorth-jensen","7004682325","30876"	,"1"
"muhammad","jahan","24329220300","25997"	,"1"
"mukesh","kumar","6505828132","39053"	,"5"
"mulugeta","feseha","6505873357","4916"	,"3"
"munawar","hafiz","15063972900","14926"	,"1"
"murugappan","muthukumar","7006101661","41180"	,"3"
"myriam","sarachik","7003670793","22459"	,"5"
"nan","kong","55542217100","16778"	,"1"
"nan","yu","8108185700","8893"	,"1"
"naomi","hupert","54417420800","2970"	,"1"
"natalia","perkins","7103031972","41560"	,"1"
"nathan","reading","6701738316","30222"	,"1"
"nathaniel","ostrom","7003458582","17966"	,"9"
"neal","lue","7003625726","11960"	,"3"
"necdet","aybat","38361191600","30202"	,"3"
"niall","slowey","6603934463","9324"	,"4"
"nicholas","kotov","22135180200","17313"	,"2"
"nicholas","murphy","36468768000","11771"	,"6"
"nicholas","roy","57143724200","34808"	,"1"
"nicholas","schmerr","15925909100","37780"	,"7"
"nick","mckeown","57192648565","26857"	,"4"
"nick","mckeown","57192648567","4279"	,"2"
"nick","mckeown","57192648568","17988"	,"1"
"nicolas","templier","25643815000","41375"	,"1"
"nicole","steinmetz","12779578600","21980"	,"1"
"nigamanth","sridhar","18038626200","11654"	,"4"
"nikki","rendon","56215474200","31296"	,"1"
"nikolaus","correll","23008347400","15687"	,"4"
"nikos","chrisochoides","6603822150","36381"	,"4"
"nina","jablonski","7004395790","15868"	,"2"
"nina","orlovskaya","7004251852","17974"	,"1"
"ning","hao","35740361200","22563"	,"2"
"ning","xi","26435595500","21153"	,"1"
"nitin","agarwal","55280060600","42057"	,"1"
"nitin","vaidya","7006179063","31943"	,"8"
"nitin","vaidya","7006179063","8024"	,"7"
"noah","finnegan","23004024900","10828"	,"10"
"norman","sadeh","6603834332","24946"	,"9"
"ofelia","aguirre","12802750200","2483"	,"1"
"olga","kocharovskaya","7006199776","22149"	,"4"
"olga","kosheleva","7004231271","4090"	,"1"
"oliver","elison,timm","55962338200","41106"	,"1"
"olivier","bachmann","7003860560","10357"	,"1"
"orran","krieger","55638737900","27299"	,"2"
"padma","raghavan","7006894015","36375"	,"3"
"pamela","ronald","7005957829","17043"	,"11"
"pamela","soltis","7006218396","31416"	,"14"
"pan","li","7409077553","9069"	,"1"
"paola","barbara","56186356000","34952"	,"2"
"paschalis","alexandridis","35591849800","9532"	,"2"
"pat","langley","7102314644","2738"	,"2"
"patricia","maurice","7101763432","8877"	,"2"
"patricia","relue","6602732408","16945"	,"1"
"patrick","bartlein","7004069409","32734"	,"2"
"patrick","newell","7004933393","28418"	,"16"
"patrick","o'connor","35732312000","27694"	,"28"
"paul","ampadu","7801582944","1170"	,"1"
"paul","bentzen","7004322416","19648"	,"3"
"paul","cobb","7003678181","24228"	,"6"
"paul","ginsparg","6602339160","18229"	,"1"
"paul","hansma","7005493684","3949"	,"2"
"paul","hill","7404752922","2783"	,"1"
"paul","holloway","56567561100","28323"	,"1"
"paul","jensen","13309855300","16761"	,"1"
"paul","larson","8912093900","41747"	,"2"
"paul","lemahieu","8966275200","37547"	,"1"
"paul","mason","7401794421","2183"	,"1"
"paul","oh","35451889100","38210"	,"2"
"paul","oh","7006672667","38123"	,"1"
"paul","sheldon","7102931559","18050"	,"1"
"paul","sides","7005677565","9453"	,"4"
"paula","goolkasian","7003844853","17994"	,"3"
"paulinus","chigbu","6602632071","39957"	,"1"
"pedro","ferreira","7202018174","15559"	,"1"
"peng","li","24829217600","8036"	,"2"
"peng","liu","24829217600","15554"	,"2"
"peng","liu","54796855800","34205"	,"6"
"peng","liu","8889396800","15554"	,"2"
"peng","lu","55669579700","16752"	,"1"
"peng","yin","23020146000","35728"	,"1"
"peng","yin","36007806400","35728"	,"1"
"penny","rheingans","6603558032","39598"	,"3"
"peter","clarke","7401438551","15658"	,"2"
"peter","clarke","7401878122","15658"	,"1"
"peter","crane","7103179071","27469"	,"2"
"peter","green","56066339900","21851"	,"1"
"peter","green","7402935090","21851"	,"3"
"peter","hoeflich","12143767700","3002"	,"2"
"peter","ma","55446495900","13639"	,"1"
"peter","marsden","55446495900","19921"	,"1"
"peter","moore","55472496600","15678"	,"2"
"peter","nelson","55085286700","749"	,"1"
"peter","pirolli","6701430540","27102"	,"3"
"peter","raimondi","7006033394","16545"	,"16"
"peter","webster","7102389805","2381"	,"7"
"peter","williams","8070161500","28245"	,"1"
"philip","bergmann","7005973439","28383"	,"1"
"philip","brisk","17433516500","34435"	,"3"
"philip","brisk","17433516500","4102"	,"4"
"philip","costanzo","7004606959","14487"	,"5"
"philip","robertson","56842240000","29395"	,"3"
"philipp","ruprecht","18438305500","27369"	,"10"
"phillip","dunston","6602079727","747"	,"3"
"phillip","stancil","7003748652","3901"	,"2"
"phoebe","lam","56516119700","42230"	,"15"
"phoebe","sengers","22836146000","15001"	,"14"
"pierre","lucas","7202397722","12798"	,"1"
"ping","chen","36107613400","34524"	,"1"
"ping","chen","55721096000","20271"	,"1"
"ping","chen","55762551300","2422"	,"1"
"ping","li","55038506500","27570"	,"1"
"ping","li","55183021200","27570"	,"1"
"ping","liu","55183021200","6387"	,"1"
"ping","wang","56004294100","4470"	,"10"
"ping","xu","23098839500","6469"	,"1"
"pingshan","wang","55718472300","42297"	,"1"
"prakash","sharma","7404971384","37549"	,"1"
"pravin","varaiya","7005905293","24804"	,"1"
"qi","cao","36445483200","9538"	,"1"
"qi","cheng","55207152800","31924"	,"1"
"qi","hao","37072395200","5462"	,"1"
"qi","hu","7403214769","28876"	,"10"
"qi","li","12763207100","32266"	,"2"
"qi","li","26642953200","32266"	,"1"
"qi","li","36068534200","32266"	,"1"
"qian","wang","36631038100","4264"	,"1"
"qian","wang","56349884800","2309"	,"1"
"qian","wang","7406916181","12672"	,"1"
"qian","wang","7601498683","34909"	,"2"
"qiang","huang","11940887200","5137"	,"6"
"qiang","huang","55498128600","25357"	,"2"
